path,group_name
./data/VisDiffBench/imagenetstar/in_the_forest/n03733281_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03710637_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03207743_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04456115_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03220513_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03220513_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01774750_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03976467_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03063689_26.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02804610_39.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03017168_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03977966_11.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07248320_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03998194_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03998194_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02093428_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02093991_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07693725_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02948072_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02948072_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03291819_46.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03291819_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02692877_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03825788_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01514859_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03384352_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02172182_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02172182_25.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01729322_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01784675_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01784675_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04356056_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04356056_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04133789_13.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04554684_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04554684_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04328186_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02089867_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02089867_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03937543_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03026506_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01689811_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02097130_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03197337_39.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03197337_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02895154_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04522168_49.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02823750_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03777568_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04536866_28.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04009552_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04417672_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01843383_04.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03729826_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02965783_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02965783_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03697007_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02137549_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02137549_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03777754_28.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03935335_38.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03935335_31.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04131690_25.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03207941_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02276258_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04090263_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02769748_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01806567_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02484975_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01978287_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04275548_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07742313_04.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02177972_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07753113_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02486261_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01608432_46.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02256656_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01582220_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02105162_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02105162_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02128385_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01614925_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02091134_04.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01484850_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02090721_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02090721_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02090721_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04146614_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04146614_31.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02326432_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04487394_13.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01818515_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01818515_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03637318_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03467068_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02120079_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01980166_31.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01980166_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01768244_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02115641_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04597913_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02113799_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02113799_39.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04326547_26.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04263257_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04263257_04.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02112018_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03662601_26.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01560419_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03908618_41.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03290653_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03290653_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04579432_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04562935_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04562935_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03179701_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02102318_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01695060_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03388043_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03388043_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04458633_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01824575_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02497673_08.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01443537_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03337140_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03485407_35.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03485407_46.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03642806_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02092339_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02342885_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04336792_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02099601_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03250847_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03250847_41.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03255030_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03691459_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02492660_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02786058_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01667778_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03599486_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02879718_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03125729_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02799071_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02799071_05.jpg,in the forest
